"codigo_producto","nombre_producto","peso_manual","peso_calculado"
"PBOMAT052","PAP.BOND AAA BOBINA 75 GRS / 77 CMS PBO","1.2","1"
"XCCLIT097","CUANDO DUELE EL CORAZON V&R","1","1.5"
"TCRABC001","TAPA CARPETA CARTON","0.7","1"
"XCCLIT071","SEGUIRAS SIENDO MI AMOR","0.7","1"
"XI3THO034","DOES HE LOVE ME? LEVEL 6","0.5","1.5"
"XLNHOG141","EL ABRIGO DE MATILDE","1.5","1"
"XLNHOG291","PABLO PABLOVSKY ADOLESCENTE MUTANTE","1.2","1"
"XCLALG092","CARTERA DE VALORES LOS GUARDIANES DEL BOSQUE","0.5","1"
"XLNSIN111","GUALBERTO VILLARROEL","1.5","1"
"XCLSIG723","PANCITAS LILI LA RANA","1.2","1"
"LCLLYR055","LAPIC COLOR LYRA 3831120 GROVE TRIPLE1 JGO12U 10MM","1.2","1"
"PBOXXX110","PAP BOND BLA 60 63GR DOBLE OFICIO","1.2","1"
"JUEBLM001","JUEGO TANGRAM PLASTICO","0.5","0.7"
"PEGMIL001","PEGAMENTO MILCAR CARPICOLA 250ML","1.5","0.5"
"XLNGUM082","OLLANTAY","0.5","1"
"PINTLB005","PINCEL TALBOT T PR NO 2 REDONDO","0.5","1"
"LCLSTB024","LAPIC COLOR STABILO 1400 726 CARBOTHELLO GRIS AZULADO 4","0.7","1"
"XQMGES103","QUIMICA 3 SEC GES 2014","1.5","1"
"XQMGES107","GUIA DE QUIMICA  3 SEC","1.5","1"
"MALMAP001","MALETA CREATIF 10 MOTIVOS 601010","1.2","1.5"
"BLDCNS064","BLOCK DIBUJO CANSON 30HJS 90GR A3 C400015586","0.7","1"
"PCOXXX004","PAP CONTIN ANDI FORM BLA 9 1/2X11X1 CJA3000HJ","0.7","1"
"XCACOQ001","CALIGRAFIA 1","0.5","1"
"XLNGUM159","MI COMPADRE EL MINISTRO LA BIRLOCHA DE LA ESQUINA","1.5","1"
"TIZXXX004","TIZA BLANCA","0.7","1"
"PTTLEY004","PORTATITULOS AZU OFICIO UMSA DOBLE","0.7","0.5"
"PTFTNP021","PLASTOFORM TECNOPOR 0.5CM (50X100)CMB/100H.","1","0.7"
"FOLDEL151","FOLDER DELLO 6040.H.0030 CLIP A4. CRISTAL","0.7","1"
"MRAPTL020","MARC AGUA PENTEL MW60M A NEG EASYFLO RECARG","1.2","0.5"
"ESDLYR009","ESCUADRA LYRA 4074 50CM 45 ORLOW","0.5","1"
"FOLOXF103","FOLDER OXFORD 29900235 CARTA AZUL PORTA CERTIFIC","0.7","1"
"GARGBC055","GARRA GBC BATES M080791 NEG 3810MM 1 1/2PULG LARGO 54CM","0.7","1"
"XCLALR028","150 CUENTOS PARA NINOS FASC NO 18","1.5","1"
"XLNGUM028","EL PRESIDENTE COLGADO","0.7","1"
"CAVTLB007","CARTAP VISOR TALBOT 1.5PULG 2A TIPO D OFICIO T-10421 PLAST AZUL","1.2","1"
"JUEART024","JUEGO ARTI TAC034-2 NIEVE MAGICA BEACH PARTY","0.5","1"
"CUAABC130","CUADERNO ABC EMPAST 1/2 OFICIO CUAD 4MM 100HJS","0.5","1"
"PCIXXX009","PAP COPIA OFICIO BLA","0.5","1"
"XCLSIG859","TEXTURADOS LA LUNA DE BUNI COD 0583TU0030","0.5","1"
"BLDCNS007","BLOCK DIBUJO MI TIENTES CANSON ESP 16HJS 160GR 24 X 32 CM C400030148","1.5","1"
"PCBXXX002","PAP CEBOLLA 90 95GR 43X33CM","1.5","1"
"PINTLB004","PINCEL TALBOT T PR NO 0 REDONDO","0.5","1"
"ESPXXX014","ESPIRAL 50MM PLAST(15UNID)","1.2","1"
"PBOTOP002","PAP.BOND TOP COLOR T/OFICIO PQ/500HJS","0.5","1"
"CAVTLB009","CARTAP VISOR TALBOT 2 PULG 3A TIPO D OFICIO T-10424 PLAST BLA","1.2","0.7"
"XCLEDB211","UN CUENTO PARA CADA DIA NOVIEMBRE","1.2","1"
"PIZTLB002","PIZARRA ACRILICA TALBOT T-38621 040X060MM MAGNETICA","1.5","1"
"CLMATS001","CLIP MARIPOSA ARTESCO 65MM CJ12U","1.2","1"
"LCLSTB070","LAPIC COLOR STABILO 8774 6 JGO24U ESTUCHE METAL","0.5","1"
"CAVTLB008","CARTAP VISOR TALBOT 1 PULG 2A TIPO D OFICIO T-10418 PLAST AZUL","1","0.7"
"XCLSIG861","TEXTURADOS LA VACA TIMIDA COD 0583TU0040","1.5","1"
"TTMPEL005","TINT TAMPO PELIKAN MX ROLL ON ROJO 60ML","0.7","1"
"XCLEDB209","UN CUENTO PARA CADA DIA SEPTIEMBRE","0.7","1"
"XCLEDB212","UN CUENTO PARA CADA DIA DICIEMBRE","0.7","1"
"XCPSIG067","PINTAR MANDALAS A B C D","0.7","1"
"GRIKEY002","GRIP P/LAPIZ KEYROAD KR972391 FCO DE 48UNI","1.5","1"
"PSSPTL002","PASTELES PENTEL PTS 7 JGO7U FABRICFUN","1.5","1"
"PREDEL014","PORTAREVIS DELLO 6023.P.0006 DELLOCOLOR NEG.","0.7","1"
"XCLSIG725","PANCITAS ROLI EL CERDITO","1","1.2"
"XCLSIG785","MARINOLAS EL PINGUINO HAMBRIENTO","0.7","1"
"XLNGUM125","JULIAN TUPAJ KATARI","1.2","1"
"XLIHPE044","ESTRATEGIA EN EL AJEDREZ","0.7","1"
"XAPGES104","EXPRESION PLASTICA 4 PRIM GES 2014","0.7","1"
"XLLALB053","ULTRACALAVERA ZOMBIS EN LA RED","0.7","1"
"XCLALB017","PEQ GRANDES GENIOS ALEJANDRITO Y LA MAQUINA DE HABLAR","0.7","1"
"PINMDN012","PINCEL MADISON NO16","1","1.5"
"XLITEX023","AJEDREZ ESENCIAL","0.5","1"
"XCLEDB210","UN CUENTO PARA CADA DIA OCTUBRE","1.2","1"
"XLNSIN093","LA FAMILIA DE LEHI","1.5","1"
"PBOPLI101","PAP BOND PAPER LINE NARSAFFRON 75GR CARTA PQ500HJS","0.5","1"
"XCLALB005","SENTIMIENTOS ME SIENTO SOLO","1.2","1"
"XLLSIG075","TELARAÑA ANIMALIOS","1","1.2"
"ETQPGS005","ETIQUETAS PEGASOLA 3160 AMA LOMO","0.7","1"
"XLLSIG096","TELARAÑA TERROR EN DIABLO PERDIDO","1","0.7"
"XLNGUM126","TUPAJ KATARI","0.5","1"
"MCPSTB093","MICROPUNTA STABILO 88 22 AZU PRUSIA POINT 88","1","1.5"
"XACALB092","AUMENTAR LA CAPACIDAD INTELECTUAL","0.5","1.2"
"XCLSIG873","BARRILETE AZUL EL REY MIO COD 0016BZ0030","1.5","0.5"
"XHSPAI001","EL PODER CORPORATIVO Y LA CAIDA DE EVO","1.5","0.5"
"XCLALB009","MIS EMOCIONES TENGO CELOS","0.5","1"
"HJCABC009","HJA CARPETA ABC 4 PERF A4 RAY PQ100HJS","1.2","1"
"XMUGES105","MUSICA 5 PRIM GES 2014","0.5","1"
"XCLBTN002","VOY CRECIENDO DESCUBRO EL MUNDO ART 2107","1.2","1"
"XLNHOG068","DICEN QUE EN MI PAIS","0.5","1"
"CAUCNS103","CARTULINA CANSON MI TEINTES AZUL 50X65CM 160GR 102  C200321294","1.2","0.7"
"MRJSTB011","MARCADOR JGO STABILO 568 25 PEN 68 BRUSH CJA25U EST METAL","0.5","1"
"XGESIN012","LA PAZ ENTRE CIELO Y TIERRA","1.5","1"
"PBOLEY201","PAP BOND LEYDEZ BLA 75GR CARTA MEDIO MICRO PERF PQ500HJS","1.5","0.5"
"XLIEBB004","INTUICION EDICIONES B","0.7","1.5"
"XLLEVE007","EL DADOR 1996","1.2","1"
"PEGXXX004","PEGAMENTO SILICONA BARRA GRUESA","0.7","1.2"
"LRGABC004-B","LIBRO REGIS ABC ACTAS 100 HJS OFICIO","0.5","1"
"PINPTL043","PINCEL PENTEL XGFH DDX COLOR BRUSH METALIC VER M AZU","1.2","1"
"XI3HOG326","HELLO 6 6 SEC 2019","1","1.5"
"XCLEDB208","UN CUENTO PARA CADA DIA AGOSTO","1","1.2"
"FOLMLC003","FOLDER MILCAR CARTON. OFICIO T/CAJITA C/LIGA","1.2","1"
"XCLALG030","EL BAUL DE LOS MONSTRUOS LA MOMIA","1.5","1.2"
"XDIALB006","DE LA A HASTA LA Z","1.2","1"
"XLIGIS014","TRAPIZONDA - 11 EDICION","1.2","1"
"PFOXXX005","PAP FOTOGRAF A4 MATE","0.7","1"
"XACALB084","EL GRAN LIBRO DE LOS JUEGOS","1","0.7"
"XACALB032","VALORES YO NO FUI","0.5","1"
"XCLSAN003","LA CASILLA VACIA ALFA","1.2","0.5"
"XMUALB001","MUSICA PARA CURIOSOS","0.5","1"
"PINTLB007","PINCEL TALBOT T PR NO 6 REDONDO","0.5","0.7"
"XACLAR008","COLEC 40 FANTASTICOS EXPERIMENTOS","1.5","0.5"
"XBGGES103","BIOGEOGRAFIA 3 SEC GES 2014","1.5","1"
"XXINEX001","DICC ESPAÑOL INGLES INTELIGENTE","0.5","1"
"XCLATN048","101 DALMATAS","0.5","1"
"PBOKHL003","PAP BOND KOEHLER BLAN CARTA 90GR TRAMADO","0.5","1"
"XLISIN020","LAS PROFECIAS DE BOLIVIA","1","1.2"
"XBBALB001","MI PRIMER LIBRO DE BIBLIA","1.2","1"
"PSESWA015","PAP SEDA 7102 VIOL NO18 50X75CM","1.5","0.5"
"XMUHOG352","MUSICA EN EL AULA 2 EDICION2020 2 PRIM","1.2","1"
"XLIEDS003","CUENTOS","1.5","1"
"XCLALG084","ALBUMES ILUSTRADOS LA SOPA DE TOMAS","1.5","1"
"ESPXXX006","ESPIRAL 20MM PLAST(50UNID)","0.5","1"
"XLLALG041","CALCETIN ROJO CASTIGADO SIN LEER","1.5","1"
"ETQAVR163","ETIQUETAS AVERY EM3570V VER 35X70MM BL9HJS HOJA 4ETQ","0.5","1"
"PLFPRK071","PLUMAFUENTE PARKER 1931597 URBAN METRO METAL CLIP CROMADO ","0.5","1"
"XACALB106","ADIVINANZAS","1.5","1"
"LAPKOH019","LAPIZ KOH I NOOR 161 V NEG","1.2","1"
"CUAMOT001","CUADERNO MONT MARTE DE  DIBUJO A4 150 GR 100 HJS SKETCHING JOURNAL","1.5","1"
"PBOPLI127","PAP BOND PAPER LINE FUCSIA 75GR CARTA","1.5","1"
"XCISIG086","ASQUEROSOLOGIA ASQUEROSOLOGIA DE LA CABEZA A LOS PIES","1.5","1"
"XLIGUM038","ROMEO Y JULIETA","0.7","1"
"XLIEDA001","EL CONTRATO SOCIAL 1982","0.5","1"
"CCDXXX006","CD PRINCO 700MB 80MIN","0.7","1.2"
"FOLXXX023","FOLDER CREMA OFICIO CARTULINA 230GR","0.7","1"
"ESPXXX002","ESPIRAL 09MM PLAST(100UNID)","0.7","1"
"LPLXXX001","LAMINA PLASTIFICAR","1.2","1"
"XLNSIN002","OOH DON ALONSO","1.2","1"
"GOMSAP002","GOMA BORRAR SABONIS TRIANGULAR BLANCO 303","0.5","1"
"XCLALG081","LA PANDILLA PANTALLAS Y MUCHO MAS","0.5","1"
"XCLALB008","MIS EMOCIONES ESTOY TRISTE","1.5","1"
"XCLSIG677","COMPRENDAMOS LA FAMILIA DE LAURA","0.5","1"
"XCLSIG660","COMPRENDAMOS CONTIGO SIEMPRE","0.7","1"
"XCACOQ021","CALIGRAFIA DE LOS NUMEROS","0.7","1.5"
"XCLBTN044","RINCON FANTASIA PULGARCITO ART 2025","0.5","0.7"
"XAUSIN003","RELACIONES HUMANAS 4 SU MAJESTAD EL PERSONAL DE SER","0.7","0.5"
"XCCSAN126","LA DONCELLA DEL BARON CEMENTERIO","1.5","1"
"PINTLB008","PINCEL TALBOT T PR NO 10 REDONDO","0.5","1"
"CORXXX002","CORRECTOR LIQUIDO 18ML","1.2","1"
"PINTLB006","PINCEL TALBOT T PR NO 4 REDONDO","0.7","1"
"XHSSIN008","BOLIVIA SU HISTORIA A LOS OJOS DE UN PATRIOTA","1.2","1"
"XPSHOG301","PSICOLOGIA 1 N EDICION 1 SEC 2015","1.5","1"
"XLLSIN003","MAGOG","1.5","1"
"PLFPEL023","PLUMAFUENTE PELIKAN AL 806251 TWIST ROSE METALIC","0.5","1"
"XLIDIA007","MUJER LUCHA POR TU SER","1.5","1.2"
"XLLSIG066","TELARAÑA LOS TIOS DEL QUINTO INFIERNO","0.7","1"
"CATRIC006","CARTAP RICOR 2A LISO OFICIO PLAST COLOR","0.5","1.2"
"MRDSTB009","MARCADOR STABILO 146 156 40 ROJ PERM F CD","1.2","1"
"XLIATN032","SOMOS DIFERENTES","0.5","1"
"GOEXXX134","GOMA EVA DISEÑO LEOPARDO 50X70CM LE3413","0.5","1"
"PDUFST003","PORTADIUREX FIVE STICK EMBALAJE CON MANGO","1","1.5"
"XLIEDS006","NOVELAS EJEMPLARES","1.5","1"
"XXELAR033","DICC AMERICANO DE DUDAS LENGUA ESPANOLA","0.7","1"
"XLNHOG274","UMA Y EL FUEGO MISTERIOSO","0.7","1"
"XLIEDS004","EL CONDENADO POR DESCONFIADO","1","1.2"
"FOLDEL033","FOLDER DELLO 0234.U.0050 TOP LINE ROJ. LOMO 2 CMS OFICIO","1.2","1"
"XLLSIG005","ESTRELLA LA ILIADA Y LA ODISEA","1.5","1"
"XLLALG009","CALCETIN BLANCO EL CUENTO DE LA CARTERA","0.5","1"
"CLAOXF001","CLASIFICADOR OXFORD 011911 A Z 21 SEP","1.5","1.2"
"XLNHOG088","LA SONRISA CORTADA","1.2","1"
"XMUGES102","MUSICA 2 PRIM GES 2014","0.7","1"
"GRAXXX011","GRAPAS 24/6 CJ1000U ZINC","0.5","1"
"BLPMXO001","BLOCK POST MAX OFFICE BANDERITAS JGO5COL","1.5","1"
"CAUXXX066","CARTULINA ESCOLAR 150GR BLA 65X100CM","0.7","1"
"XXILAR023","DICC KEY WORD CHAMBERS ENGLISH LAROUSSE","0.7","0.5"
"BSAGHY002","BOLSA GHYS MEDIANA","0.7","1"
"XLNGUM120","ALTIPLANO","1.5","1"
"CARDEL001","CAJA ARCHIVO DELLO 0329.BP.0005 DELLOCOLOR AZU. PASTEL","1.5","1"
"BOLPRK135","BOLIGRAFO PARKER 2123508 SONNET 51 ACERO INOX TURQ CLIP CROMADO","1.2","1"
"PBOEJE001","PAP BOND   BLAN CARTA EJECUTIVE  75GR","0.5","1"
"XCLALG049","MALETA MAGICA LA DECISION DE VALERIO","1","1.2"
"PIJGAT003","PAP INK JET GATEWAY OPAQUE MONO 90GR OFICIO","1.2","1.5"
"ROTDYM010","ROTULADOR DYMO 1749027 LETRA TAG LT100H AZU","1.5","1"
"TARGHY002","TARJETA GHYS MEDIANA","1","1.2"
"XCLALB018","LOS HERMANOS WRIGHT Y LA MAQUINA DE VOLAR","0.7","1"
"XLNHOG257","LA RELIQUIA DE LA MADONNA","1","0.7"
"XAUSIN002","RELACIONES HUMANAS 3 COMO GANARSE A LA GENTE","1.5","0.7"
"PINPTL031","PINCEL PENTEL ZBS6-02E N° 2 PELO CABRA PLANO","1.2","1"
"BOLPRK128","BOLIGRAFO PARKER 1953197 JOTTER CROMADO DISEÑO CLIP CROMADO","1","1.2"
"TARGHY001","TARJETA GHYS GRANDE","0.7","1"
"XLIBTN002","20 000 LEGUAS DE VIAJE SUBMARINO LITER CLASICA ART 11339","0.7","1"
"BOLPRK103","BOLIGRAFO PARKER 1931497 SONNET LAQUE NEG CLIP DORADO","1.2","1"
"XLNGUM149","LA LITERATURA DE LOS QUECHUAS","1.5","1"
"MCPEFA002","MICROPUNTA E FABER 60274 VER PINPOINT","1.5","1"
"LCLLYR074","LAPIC COLOR LYRA 3721180 JGO18U SUPER FERBY CAJA METAL","0.7","1"
"XLIEDA004","DISCURSO DEL METODO 1982","1.2","1"
"XLIEDS005","POESIAS","0.5","1"
"TIJMAP012","TIJERA MAPED 473112 SECURITY ","1.2","1"
"XGRATN003","GUIA DE CONVERSACION ITALIANO","0.5","1"
"BOLFBC003","BOLIGRAFO FABER CASTELL AZU 034 LUX","1.2","1"
"XLIZET009","BUENA SUERTE ED ZETA","0.5","1"
"XLIEBB001","CROSS EDICIONES B","1.2","1"
"XACLAR022","EL PEQUEÑO CIENTIFICO MORDER Y MASTICAR","0.7","1"
"XCLSIG044","SEGUNDA LECTURA EL CUMPLEANOS DEL SOL Y PELEA DE","0.7","1"
"PAGXXX003","PAP GAMUZA NAR 40X60CM","1","1.2"
"XCLSIG112","VARITA MAGICA GULLIVER EN EL PAIS DE LOS ENANOS","1","0.5"
"GOEXXX143","GOMA EVA DISEÑO ANIMAL PRINT 50X70CM MOD18 LE3502","1.2","1"
"XLIJUV008","JANE EYRE 1996","0.5","1"
"XI3THO041","LOVE ONLINE LEVEL 7","1.5","1.2"
"XLIATN005","LAS AVENTURAS DE SHERLOCK HOLMES","0.5","1.2"
"XACALB035","SENTIMIENTOS QUE ME IMPORTA","1.5","1"
"ENGSTU001","ENGRAPADOR STUDMARK MINI 26/6 24/6","0.7","1.2"
"XLNHOG300","PARALELO","1.2","1"
"XLLALF062","LA ISLA SOÑADA","1.2","1"
"XCLSIG494","SE LEER PETER PAN","1.2","1"
"XPISIN001","SAPOS WHAKABOLAS Y ALGUNAS K ALANCHAS MAS","1.5","0.5"
"ARCLEY027","ARCHIVADOR LEYDEZ 1/2 PALANCA ROJ PLAST","0.7","1"
"XTMSIN002","DE LOS ANDES A LA AMAZONIA","1","1.2"
"XLIEDY002","NAHUI OLIN","1.5","0.5"
"ENGMDN001","ENGRANPADORA MADISON  NO. 10","1.5","1"
"CLPXJL001","CLIP METAL XIN JIU LONG 78MM CJ50U","0.7","1"
"GOEXXX147","GOMA EVA DISEÑO ANIMAL PRINT 50X70CM MOD7 LE3406","1.2","1"
"291","PAPEL BOND BLANCO CARTA DE 75 GR","0.7","1"
"XREHOG410","VALORES ESPIRIT Y RELIG 4 SECUNDARIA EDICION 2021","1.5","1"
"CNRDYM025","CINTA ROTUL DYMO 45011 1/2PULGIMPRESO AZUL EN CINTA TRANSP","1.5","1"
"XLIPLA011","NARNIA 6 LA SILLA DE PLATA","0.7","1"
"TARGHY003","TARJETA GHYS CHICA","0.7","1"
"XCLSIG849","PICHONES FORMAS COD 0510PI0040","1.5","1"
"REGTOD001","REGLA TODY T9000T 30CM PLAST","0.7","1.2"
"XCLSIG712","HILO INFINITO LA LLUVIA VIENE LLEGANDO","0.7","1"
"XCISIG071","MUNDO PREHISTORICO LA VIDA EN EL CRETACICO COD 0018MP0040","0.5","1"
"CAUPEL005","CARTULINA PELIKAN MX FLUOR PAPAYA 48X66CM","0.7","1.2"
"XLLSIG103","TELARAÑA CRONICAS DE ORION","0.5","1"
"XCLSIG710","HILO INFINITO UN TIGRE DE MENTIRA","1.5","1.2"
"XCLBTN040","RINCON FANTASIA BLANCANIEVES Y LOS ART 2021","1.2","1"
"XCLSIG042","PRIMERA LECTURA EL GALLO SIN CRESTA AYER CUM","1.2","1"
"PBOEJE002","PAP BOND BLAN OFICIO EJECUTIVE 75GR","1.5","1"
"DVDVBT017","DVD VERBATIM 95313 MINI DVD+R DL 24X 26GB 55MIN","1.5","1.2"
"FOLDEL095","FOLDER DELLO PLAST OFICIO 0254.A.0050 AMARILLO C. LIGA","0.5","1"
"BROABL006","BROCHE LATA ABEL 00308 NO8","1","0.5"
"MRDPEL039","MARCADOR PELIKAN MX 740 VER PERM","1.2","1"
"MCPSTB108","MICROPUNTA STABILO 88 56 ROSA POINT 88","0.7","1.5"
"CCOPND020","CARPETA COLG PENDAFLEX 4152 AZUL CARTA","1.2","1"
"MCPSTB089","MICROPUNTA STABILO 88 13 VER HIELO POINT 88","0.5","1"
"GRACEN002","GRAPAS CENTRUM  NO 10 CJ1000U","1","0.5"
"XCLSIG881","HILO INFINITO MANUSCR LA DRAGONA SANDRA ","1.2","1"
"CCHSTU001","CUCHILLA STUDMARK  GRUESA PLAST","1.2","1"
"XACALB094","DESAFIAR LA MEMORIA","1.2","0.5"
"XLIATN029","ASSASSIN'S CREED 7: UNITY","1.5","1"
"XCLATN064","VOY A ESPERARTE JUGANDO","0.5","1"
"XLNGUM054","LA NINA DE SUS OJOS","1.5","1"
"XEDALG003","10 IDEAS PARA SALVAR EL PLANETA","0.7","1"
"MRJPEL013","MARCADOR JGO PELIKAN MX MARKATODO NORMAL JGO6U","1.2","1"
"XCLALG019","EL BAUL DE LOS MONSTRUOS EL VAMPIRO","1.5","1"
"XLLSIG098","TELARAÑA SEPTIEMBRE","0.5","1"
"XCLALG029","LA HUIDA DEL MAR","1.5","1"
"XCLALG044","MALETA MAGICA SARA HACE PREGUNTAS","0.5","0.7"
"CCHISO007","CUCHILLA ISOFIT 150 METALICA DELGADO","0.7","1"
"BLPHOA034","BLOCK POST HOPAX S21598 50MMX20MM 6 COLORES 30  X COLOR","1.5","0.7"
"LCLSTB026","LAPIC COLOR STABILO 1400 704 CARBOTHELLO GRIS CALIDO 3","1.2","1"
"LCLSTB028","LAPIC COLOR STABILO 1400 708 CARBOTHELLO GRIS CALIDO 5","0.7","1"
"LAPXXX003","LAPIZ SUPER SERGI AZUL","0.5","1"
"XHSGUM013","ORIGENES DE LA REVOLUCION NACIONAL BOLIVIANA","1.2","1"
"XLNGUM152","LEYENDAS QUECHUAS","1","0.7"
"BOLFBC008","BOLIGRAFO FABER CASTELL NEG 034 LUX","0.5","1"
"XACALB095","EQUILIBRAR LA MENTE","1.5","1"
"TIMEPS041","TINT IMPR EPSON 664 CYAN","0.7","1"
"XLIBYB016","CONDENA PERPETUA ED BYBLOS","1.2","0.7"
"INDATS003","INDICE DIR ARTESCO 0015 904 D TELEF","0.5","1"
"XCISIG084","ASQUEROSOLOGIA ASQUEROSOLOGIA DEL BAÑO A LA COCINA","0.7","1"
"TARGHY007","TARJETA GHYS REGALO X 3","1.5","0.5"
"HTPABC020","HJA TRAPPER ABC NEGRO 5 PERF RAYADO PQ200HJS","0.5","0.7"
"TPIPTL012","TINT PINCEL FP10BP6A CARTUCHO NEGRA PARA GFKP3BPA","1.2","1"
"TIMEPS042","TINT IMPR EPSON 664 MAGENTA","0.5","0.7"
"XCLALG026","MALETA MAGICA LA BRUJA DESDENTADA","1.5","1"
"XCLALG002","MALETA MAGICA UN FANTASMA EN APUROS","1.2","1.5"
"BLPMXO002","BLOCK POST MAX OFFICE FLUOR 3X3PULG 76X76MM","0.7","0.5"
"PLFPRK038","PLUMAFUENTE PARKER 1931505 SONNET ACERO INOX CLIP DORADO M","1.5","1"
"XLLANB005","LAS AVENTURAS DE TOM SAWYER 1986","1.2","1"
"XLLALG008","CALCETIN BLANCO UN SOMBRERO ANDA SUELTO","0.5","1"
"XMASIN019","GEOMETRIA VOL I COL COMUNIDAD OLIMPICA","0.5","1"
"XLIATN021","ROBINSON CRUSOE BIBLIOTECA CLASICA","1","1.2"
"XLIMEX001","DIALOGOS DE PLATON 1992","1","1.5"
"LIGALL007","LIGAS ALLIANCE NO19 DE 1/4 LIBRA","0.7","1"
"XLNSIN124","WARISATA LA ESCUELA AYLLU","1.2","1"
"CAUXXX013","CARTULINA 180GR NAR 70X100CM","1.5","1"
"PAPDEL011","BANDEJA DELLO TRIPLE ARTIC. 3044.H.0004 CRISTAL","0.5","1"
"CAEXXX002","CALENDARIO 2012 PARED MAMANI MAMANI","0.5","1"
"MCPMON002","MICROPUNTA MONAMI AZU SUPER ROLLER 0.5","0.7","1"
"PCATIX002","PAP CARBON TIXO AZU OFICIO","1","0.7"
"BOLPEL048","BOLIGRAFO PELIKAN MX POINTEC FINO AZUL 0.7MM","0.7","1"
"TIMEPS040","TINT IMPR EPSON 664 NEGRO","1.5","1"
"TIMEPS043","TINT IMPR EPSON 664 YELLOW","1.5","1"
"XCLALG033","MALETA MAGICA LA SOMBRA DE LAURA","0.5","1"
"XCLALG047","MALETA MAGIVA QUE ICA!","1","0.7"
"XXILAR014","DICC AMERICAN POCKET CHAMBERS ING LAROUSSE 1999","0.7","1.2"
"XI3THO019","I SPY LEVEL 4","1.2","1"
"CALRDR001","CALCULADOR RDR MX 120S 12 DIG","1.5","1"
"CAUXXX010","CARTULINA 180GR FUCSIA 70X100CM","0.5","1.2"
"XCLALG048","MALETA MAGICA LA NARRADORA DEL DESIERTO","1.2","1"
"XCLALG051","MALETA MAGICA MI ABUELO ES UNA GATA","1.5","1"
"CAUXXX016","CARTULINA 180GR TURQUEZA 70X100CM","1","1.5"
"CAUXXX020","CARTULINA 180GR VIO 66X96CM","1.2","1"
"PCOIND001","PAP CONTIN INDUFOR BLA 9 1/2X11X2","1.2","1"
"CAUXXX018","CARTULINA 180GR VER MANZ 70X100CM","1.5","1"
"PFOXXX002","PAP FOTOGRAF A4 ADHESIVO","1.5","1"
"XMASIN016","ALGEBRA VOL I COL COMUNIDAD OLIMPICA","0.5","1"
"XCLALB036","DE ROSA Y AZUL","1.5","1"
"XI3THO018","QUICK THINKING LEVEL 3","1.2","1"
"MCHHRL005","MOCHILA HERLITZ MIDI FORMULA 1 11280252","0.7","1"
"XCLALG043","MALETA MAGICA RITA NO QUERIA SER UNA NIÑA","1.2","1"
"CATMEA027","CARTAP MEAD 29250 FIVE STAR 1PULG 3A","0.7","1"
"XACALB098","ORIGAMI FLORES","0.5","1"
"XCLATN027","EL VIENTO EN LOS SAUCES","0.7","1"
"XLNHOG237","EL MUNDO DE LOS BUCEFALOS","1.5","1.2"
"FOLXXX026","FOLDER PLAST OFICIO DIF COLOR. C. LIGA","0.5","1.5"
"XCLALB043","GARRA DE VELOCIRAPTOR","1","1.5"
"XCLSIG045","SEGUNDA LECTURA EL GALLO QUIQUIRICO LOS ZANCOS","1.2","1"
"XACABC001","MANDALAS 12 FICHAS 21X21CM","0.7","1"
"XI3THO031","NO YOU CAN´T! LEVEL 6","0.7","1.2"
"XI3THO028","WHERE`S LORENA? LEVEL 5","1.2","1"
"CNRDYM005","CINTA ROTUL DYMO 91332 AMA LETRA TAG 1/2PULG O 12M X 4M","1.2","0.5"
"XACALB087","TRABALENGUAS CON LOS CUENTOS CLASICOS","0.5","1"
"XLLSIG050","CLASICOS JUVENILES CANTOS DE VIDA Y ESPERANZA","0.5","1"
"BSAXXX006","BOLSA PLAST TRANSP ZIPPER 18X25","0.5","1"
"JUEART023","JUEGO ARTI TAC034-1 NIEVE MAGICA DINO WORLD","1.2","1"
"TPLPEL010","TINT PLUMAF PELIKAN AL 4001 VER 30ML","0.5","1"
"XCLEDS022","EL CORSARIO NEGRO COL GRANDES AVENTURAS","0.5","1"
"PADXXX009","PAPEL ADHESIVO CARTA MATE","1.2","0.7"
"GOEXXX119","GOMA EVA GLITTER OFICIO ADHESIVO ROSA","0.5","1"
"XLLATN008","EL VELERO DE CRISTAL EDC ESCOLAR","0.7","1"
"LCLSTB027","LAPIC COLOR STABILO 1400 706 CARBOTHELLO GRIS CALIDO 4","0.7","1"
"LCLSTB023","LAPIC COLOR STABILO 1400 724 CARBOTHELLO GRIS AZULADO 3","0.7","0.5"
"XLIGUM014","EL HOMBRE MEDIOCRE","0.5","1"
"GOEXXX144","GOMA EVA DISEÑO ANIMAL PRINT 50X70CM MOD10 LE3493","0.7","1"
"XCPALB003","RONDA DE MANDALAS","0.5","1"
"PEGPOX009","PEGAMENTO POXIPOL POXILINA","0.5","1.2"
"XNUALB007","MI COCINA VEGGIE","1.5","1"
"CAUBNA001","CARTULINA BANANA OFICIO CREMA RUSTICO 200GR","1.2","1"
"GOMCHI003","GOMA BORRAR CHINA 75 BLANCA VALE PEQ","1.2","1"
"XLNHOG086","LA FRANCESITA","0.5","1"
"TARGHY008","TARJETA GHYS AGRADECIMIENTO X 2","1.2","1"
"TARAVR002","TARJETA AVERY 8371 100X87MM INK JET","0.5","1"
"XLIAME072","SUS MEJORES CUENTOS DE ALLAN POE","1.5","0.7"
